Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,PE_BLI,Program_Element_Budget_Line_Item_BLI_Title,Include_In_TOA,FY_2025_Actuals,FY_2025_Reconciliation,FY_2025_Total,FY_2026_Discretionary_Enacted,FY_2026_PL_119_21_Spend_Plan,FY_2026_Total,FY_2027_Discretionary_Request,FY_2027_Mandatory_Request,FY_2027_Total,Classification
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,191,0605853N,"Management, Technical  & International Support",Y,138947,,138947,133538,68292,201830,124898,,124898,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,192,0605856N,Strategic Technical Support,Y,3400,,3400,3709,,3709,4260,,4260,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,193,0605863N,RDT&E Ship and Aircraft Support,Y,150974,,150974,151479,,151479,170699,,170699,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,194,0605864N,Test and Evaluation Support,Y,476655,,476655,463725,,463725,470492,,470492,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,195,0605865N,Operational Test and Evaluation Capability,Y,30032,,30032,30880,,30880,31902,,31902,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,196,0605866N,Navy Space and Electronic Warfare (SEW) Support,Y,22983,,22983,22563,,22563,21498,,21498,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,197,0605867N,SEW Surveillance/Reconnaissance Support,Y,6390,,6390,7325,,7325,25144,,25144,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,198,0605873M,Marine Corps Program Wide Support,Y,30088,,30088,28816,,28816,70013,,70013,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,199,0605898N,Management HQ - R&D,Y,41405,,41405,42751,,42751,33533,,33533,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,200,0606295M,Marine Aviation Developmental Management and Support,Y,4922,,4922,4732,,4732,19165,,19165,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,201,0606355N,Warfare Innovation Management,Y,49590,,49590,37551,,37551,35931,,35931,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,202,0606942N,Assessments and Evaluations Cyber Vulnerabilities,Y,,,,,,,11282,,11282,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,203,0305327N,Insider Threat,Y,2920,,2920,2653,,2653,2214,,2214,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,204,0902498N,Management Headquarters (Departmental Support Activities),Y,2232,,2232,2041,,2041,2054,,2054,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,205,0909980N,Judgment Fund Reimbursement,Y,181,,181,,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,06,Management support,206,0909999N,Financing for Cancelled Account Adjustments,Y,2032,,2032,,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,208,0604840M,F-35 C2D2,Y,465005,,465005,418084,,418084,469779,787779,1257558,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,209,0604840N,F-35 C2D2,Y,451143,,451143,401262,,401262,428545,688919,1117464,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,210,0605520M,MARINE CORPS AIR DEFENSE WEAPONS SYSTEMS,Y,82640,,82640,63863,,63863,133041,,133041,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,211,0607658N,Cooperative Engagement Capability (CEC),Y,138660,,138660,136436,,136436,120782,,120782,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,212,0101221N,Strategic Sub & Weapons System Support,Y,326596,,326596,828337,,828337,1051736,,1051736,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,213,0101224N,SSBN Security Technology Program,Y,58663,,58663,63252,,63252,65856,,65856,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,214,0101226N,Submarine Acoustic Warfare Development,Y,99201,,99201,47701,63700,111401,114279,,114279,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,215,0101402N,Navy Strategic Communications,Y,28915,,28915,52404,,52404,88572,,88572,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,216,0204136N,F/A-18 Squadrons,Y,328703,,328703,395927,,395927,271429,,271429,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,217,0204228N,Surface Support,Y,8419,,8419,,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,218,0204229N,Tomahawk and Tomahawk Mission Planning Center (TMPC),Y,163035,,163035,134177,80175,214352,76653,,76653,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,219,0204311N,Integrated Surveillance System,Y,71459,,71459,71800,,71800,71901,,71901,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,220,0204313N,Ship-Towed Array Surveillance Systems,Y,1428,,1428,1990,,1990,954,,954,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,221,0204413N,Amphibious Tactical Support Units (Displacement Craft),Y,2211,,2211,,1679,1679,1526,,1526,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,222,0204460M,Ground/Air Task Oriented Radar (G/ATOR),Y,39754,,39754,32045,,32045,66255,,66255,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,223,0204571N,Consolidated Training Systems Development,Y,156770,,156770,199067,,199067,115839,,115839,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,224,0204575N,Electronic Warfare (EW) Readiness Support,Y,220689,,220689,115834,,115834,198560,,198560,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,225,0205601N,Anti-Radiation Missile Improvement,Y,21949,,21949,33659,,33659,80491,,80491,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,226,0205620N,Surface ASW Combat System Integration,Y,28793,,28793,,,,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,227,0205632N,MK-48 ADCAP,Y,142331,,142331,53338,180000,233338,123011,,123011,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,228,0205633N,Aviation Improvements,Y,134381,,134381,138522,,138522,108505,,108505,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,229,0205675N,Operational Nuclear Power Systems,Y,167098,,167098,209200,,209200,252893,,252893,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,230,0206313M,Marine Corps Communications Systems,Y,139757,7030,146787,128384,,128384,268983,,268983,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,231,0206335M,Common Aviation Command and Control System (CAC2S),Y,17626,,17626,17813,,17813,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,232,0206623M,Marine Corps Ground Combat/Supporting Arms Systems,Y,69049,,69049,72552,,72552,79031,,79031,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,233,0206624M,Marine Corps Combat Services Support,Y,34905,,34905,20419,10531,30950,19915,,19915,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,234,0206625M,USMC Intelligence/Electronic Warfare Systems,Y,37372,,37372,41789,,41789,149055,,149055,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,235,0207161N,Tactical AIM Missiles,Y,30668,,30668,34650,,34650,122518,,122518,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,236,0207163N,Advanced Medium Range Air-to-Air Missile (AMRAAM),Y,29247,,29247,26286,,26286,24675,,24675,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,237,0207255N,MQ-25 Stingray,Y,,,,,,,513308,,513308,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,238,0208043N,Planning and Decision Aid System (PDAS),Y,3545,,3545,3572,,3572,3491,,3491,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,242,0303138N,Afloat Networks,Y,56115,,56115,78465,,78465,68369,,68369,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,243,0303140N,Information Systems Security Program,Y,34397,,34397,64147,,64147,79128,,79128,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,244,0305192N,Military Intelligence Program (MIP) Activities,Y,7239,,7239,3311,37688,40999,5187,,5187,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,245,0305205N,UAS Integration and Interoperability,Y,,,,9654,,9654,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,246,0305208M,Distributed Common Ground/Surface Systems,Y,45550,,45550,61238,,61238,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,247,0305220N,MQ-4C Triton,Y,14402,,14402,14421,,14421,10515,,10515,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,248,0305232M,RQ-11 UAV,Y,2016,,2016,1063,,1063,19842,,19842,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,249,0305241N,Multi-Intelligence Sensor Development,Y,40267,,40267,41414,,41414,49898,,49898,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,250,0305242M,Unmanned Aerial Systems (UAS) Payloads (MIP),Y,10917,,10917,9157,,9157,20750,,20750,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,251,0305421N,MQ-4C Triton Modernization,Y,444042,,444042,361943,,361943,344890,,344890,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,252,0307577N,Intelligence Mission Data (IMD),Y,791,,791,803,,803,787,,787,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,253,0308601N,Modeling and Simulation Support,Y,20253,,20253,23973,,23973,16401,,16401,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,254,0702207N,Depot Maintenance (Non-IF),Y,26752,,26752,23372,,23372,8097,,8097,U
1319N,"Research, Development, Test and Evaluation, Navy",N,07,Operational system development,255,0708730N,Maritime Technology (MARITECH),Y,4156,,4156,3600,,3600,1710,,1710,U
1319N,"Research, Development, Test and Evaluation, Navy",,07,Operational system development,999,9999999999,Classified Programs,Y,2293539,,2293539,2795769,,2795769,2755838,,2755838,U
1319N,"Research, Development, Test and Evaluation, Navy",N,08,Software and digital technology pilot programs,256,0608013N,Risk management Information - Software Pilot Program,Y,14307,,14307,13341,,13341,13017,,13017,U
1319N,"Research, Development, Test and Evaluation, Navy",N,08,Software and digital technology pilot programs,257,0608231N,Maritime Tactical Command and Control (MTC2) - Software Pilot Program,Y,10289,,10289,31827,,31827,25299,,25299,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,01,Basic research,1,0601102F,Defense Research Sciences,Y,324773,,324773,307645,,307645,296535,,296535,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,01,Basic research,2,0601103F,University Research Initiatives,Y,128783,,128783,99908,,99908,91394,,91394,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,3,0602020F,Future AF Capabilities Applied Research,Y,65619,,65619,77367,,77367,44029,,44029,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,4,0602022F,University Affiliated Research Center (UARC) - Tactical Autonomy,Y,7924,,7924,6208,,6208,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,5,0602102F,Materials,Y,176661,,176661,232193,,232193,139872,,139872,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,6,0602201F,Aerospace Vehicle Technologies,Y,4932,,4932,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,7,0602202F,Human Effectiveness Applied Research,Y,130281,,130281,145285,,145285,103170,,103170,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,8,0602203F,Aerospace Systems Technologies,Y,330065,,330065,381094,,381094,397809,,397809,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,9,0602204F,Aerospace Sensors,Y,183053,,183053,218973,,218973,164962,,164962,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,10,0602212F,"Defense Laboratories R&D Projects (10 U.S.C, Sec 2358)",Y,97809,,97809,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,11,0602298F,Science and Technology Management -  Major Headquarters Activities,Y,9662,,9662,13763,,13763,10285,,10285,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,12,0602336F,Nuclear Delivery Systems Tech Exploration,Y,,,,4937,,4937,27031,,27031,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,13,0602602F,Conventional Munitions,Y,136072,,136072,124433,,124433,130146,,130146,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,14,0602605F,Directed Energy Technology,Y,92374,,92374,96154,,96154,91798,,91798,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,02,Applied research,15,0602788F,Dominant Information Sciences and Methods,Y,196117,,196117,295677,,295677,149174,,149174,U
